Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EXR,Extra Space Storage Inc,111.4,$14.2B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,75.93,$321.42B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,11.6,$3.77B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,28.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,52.22,$1.92B,2010,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,283.06,$10.83B,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,339,$9.83B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fico
SFUN,Fang Holdings Limited,2.56,$1.15B,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun
FPAC,Far Point Acquisition Corporation,10.3,$814.34M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fpac
FPAC.U,Far Point Acquisition Corporation,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/fpac.u
FPAC.WS,Far Point Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpac.ws
FTCH,Farfetch Limited,20.4,$6.21B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ftch
FPI,Farmland Partners Inc.,6.46,$241.3M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fpi
FPI^B,Farmland Partners Inc.,23.6327,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpi^b
FSLY,"Fastly, Inc.",21.28,$1.93B,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsly
FBK,FB Financial Corporation,37.02,$1.14B,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fbk
FFG,"FBL Financial Group, Inc.",64.02,$1.58B,1996,Finance,Life Insurance,https://www.nasdaq.com/symbol/ffg
AGM,Federal Agricultural Mortgage Corporation,74.22,$794.04M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,25.5388,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^a
AGM^C,Federal Agricultural Mortgage Corporation,25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^c
AGM^D,Federal Agricultural Mortgage Corporation,26.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^d
FRT,Federal Realty Investment Trust,131.04,$9.59B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/frt
FRT^C,Federal Realty Investment Trust,25.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frt^c
FSS,Federal Signal Corporation,27.04,$1.63B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fss
FII,"Federated Investors, Inc.",33.36,$3.38B,1998,Finance,Investment Managers,https://www.nasdaq.com/symbol/fii
FMN,Federated Premier Municipal Income Fund,13.87,$159.46M,2002,n/a,n/a,https://www.nasdaq.com/symbol/fmn
FDX,FedEx Corporation,169.79,$44.24B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/fdx
RACE,Ferrari N.V.,169.12,$41.3B,2015,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/race
FGP,"Ferrellgas Partners, L.P.",0.92,$89.38M,1994,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fgp
FOE,Ferro Corporation,14.76,$1.21B,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/foe
FG,FGL Holdings,8.16,$1.81B,2017,Finance,Life Insurance,https://www.nasdaq.com/symbol/fg
FG.WS,FGL Holdings,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fg.ws
FCAU,Fiat Chrysler Automobiles N.V.,13.63,$26.94B,2014,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fcau
FNF,"Fidelity National Financial, Inc.",41.58,$11.43B,2014,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fnf
FIS,"Fidelity National Information Services, Inc.",129.71,$42.01B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore Energy Infrastructure Fund,10.27,$363.98M,2004,n/a,n/a,https://www.nasdaq.com/symbol/fmo
FAF,First American Corporation (The),55.53,$6.22B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/faf
FBP,First BanCorp.,11.01,$2.39B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbp
FCF,First Commonwealth Financial Corporation,13.04,$1.28B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcf
FDC,First Data Corporation,27.91,$26.34B,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fdc
FHN,First Horizon National Corporation,15.79,$4.98B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,25.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhn^a
FR,"First Industrial Realty Trust, Inc.",37.45,$4.74B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,8.57,$1.74B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ag
FRC,FIRST REPUBLIC BANK,94.23,$15.76B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc
FRC^D,FIRST REPUBLIC BANK,25.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^d
FRC^F,FIRST REPUBLIC BANK,25.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^f
FRC^G,FIRST REPUBLIC BANK,25.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^g
FRC^H,FIRST REPUBLIC BANK,25.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^h
FRC^I,FIRST REPUBLIC BANK,25.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^i
FFA,First Trust,16.08,$321.17M,2004,n/a,n/a,https://www.nasdaq.com/symbol/ffa
FMY,First Trust,13.96,$58.82M,2005,n/a,n/a,https://www.nasdaq.com/symbol/fmy
FDEU,First Trust Dynamic Europe Equity Income Fund,14.06,$242.28M,2015,n/a,n/a,https://www.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,16.51,$289.75M,2011,n/a,n/a,https://www.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,15.1,$521.34M,2010,n/a,n/a,https://www.nasdaq.com/symbol/fsd
FPF,First Trust Intermediate Duration Preferred & Income Fund,23.13,$1.41B,2013,n/a,n/a,https://www.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,12.07,$567.38M,2012,n/a,n/a,https://www.nasdaq.com/symbol/fei
FPL,First Trust New Opportunities MLP & Energy Fund,9.83,$252.63M,2014,n/a,n/a,https://www.nasdaq.com/symbol/fpl
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.92,$319.62M,2016,n/a,n/a,https://www.nasdaq.com/symbol/fiv
FCT,First Trust Senior Floating Rate Income Fund II,12.14,$324.1M,2004,n/a,n/a,https://www.nasdaq.com/symbol/fct
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.39,$91.72M,2007,n/a,n/a,https://www.nasdaq.com/symbol/fgb
FEO,First Trust/Aberdeen Emerging Opportunity Fund,14.0138,$70.93M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feo
FAM,First Trust/Aberdeen Global Opportunity Income Fund,10.57,$134.98M,2006,n/a,n/a,https://www.nasdaq.com/symbol/fam
FE,FirstEnergy Corp.,43.55,$23.14B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fe
FIT,"Fitbit, Inc.",4.45,$1.13B,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/fit
FPH,"Five Point Holdings, LLC",7.67,$527.47M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/fph
FVRR,Fiverr International Ltd.,23.78,$737.07M,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fvrr
FBC,"Flagstar Bancorp, Inc.",32.6,$1.84B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fbc
